Name,Nick,Archive,Filename,3BV,Level,NF,Time,Timestamp,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5087_FL_1649936557.rmv,15,0,0,508,1649936557,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6429_FL_1649936572.rmv,20,0,0,642,1649936572,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3499_NF_1649936663.rmv,15,0,1,349,1649936663,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_68472_FL_1649936803.rmv,165,2,0,6847,1649936803,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_75201_FL_1649940898.rmv,181,2,0,7520,1649940898,
Jing Ling YuG98263,wyw”Í,archive.zip,int_19874_NF_1649942937.rmv,47,1,1,1987,1649942937,
Jing Ling YuG98263,wyw”Í,archive.zip,int_22617_FL_1649944142.rmv,55,1,0,2261,1649944142,
Jing Ling YuG98263,wyw”Í,archive.zip,int_32819_FL_1649989913.rmv,86,1,0,3281,1649989913,
Jing Ling YuG98263,wyw”Í,archive.zip,int_20181_FL_1649990288.rmv,53,1,0,2018,1649990288,
Jing Ling YuG98263,wyw”Í,archive.zip,int_19759_NF_1649990825.rmv,43,1,1,1975,1649990825,
Jing Ling YuG98263,wyw”Í,archive.zip,int_15978_NF_1649990926.rmv,44,1,1,1597,1649990926,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3817_NF_1649991394.rmv,9,0,1,381,1649991394,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4291_NF_1649991437.rmv,13,0,1,429,1649991437,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6469_NF_1649991467.rmv,21,0,1,646,1649991467,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5087_NF_1649991489.rmv,20,0,1,508,1649991489,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5109_NF_1649991497.rmv,14,0,1,510,1649991497,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4357_NF_1649991548.rmv,13,0,1,435,1649991548,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2599_NF_1649991571.rmv,12,0,1,259,1649991571,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4291_FL_1649992242.rmv,17,0,0,429,1649992242,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6168_FL_1649992253.rmv,20,0,0,616,1649992253,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2315_NF_1649992263.rmv,8,0,1,231,1649992263,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3029_NF_1649992321.rmv,10,0,1,302,1649992321,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4119_NF_1649992436.rmv,10,0,1,411,1649992436,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3605_NF_1649992457.rmv,15,0,1,360,1649992457,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4151_NF_1649992537.rmv,11,0,1,415,1649992537,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3544_NF_1649992552.rmv,11,0,1,354,1649992552,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6077_NF_1649995782.rmv,20,0,1,607,1649995782,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5477_NF_1649995800.rmv,25,0,1,547,1649995800,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4173_FL_1649995831.rmv,10,0,0,417,1649995831,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2507_NF_1649995848.rmv,6,0,1,250,1649995848,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3249_NF_1649995914.rmv,11,0,1,324,1649995914,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5087_NF_1649996012.rmv,15,0,1,508,1649996012,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3073_NF_1649996058.rmv,13,0,1,307,1649996058,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3363_NF_1649996113.rmv,12,0,1,336,1649996113,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4442_NF_1649996163.rmv,14,0,1,444,1649996163,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4340_NF_1649996169.rmv,19,0,1,434,1649996169,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4871_NF_1649996194.rmv,22,0,1,487,1649996194,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3818_NF_1649996226.rmv,14,0,1,381,1649996226,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3188_NF_1649996240.rmv,14,0,1,318,1649996240,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4273_NF_1649996274.rmv,11,0,1,427,1649996274,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6765_FL_1649996286.rmv,21,0,0,676,1649996286,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3000_NF_1649996424.rmv,7,0,1,300,1649996424,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5646_NF_1649996467.rmv,21,0,1,564,1649996467,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_73263_FL_1650005161.rmv,165,2,0,7326,1650005161,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_72301_FL_1650005704.rmv,178,2,0,7230,1650005704,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_72959_FL_1650006051.rmv,163,2,0,7295,1650006051,
Jing Ling YuG98263,wyw”Í,archive.zip,int_25981_FL_1650008292.rmv,72,1,0,2598,1650008292,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21074_NF_1650016727.rmv,68,1,1,2107,1650016727,
Jing Ling YuG98263,wyw”Í,archive.zip,int_18480_NF_1650017019.rmv,55,1,1,1848,1650017019,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3688_NF_1650017321.rmv,10,0,1,368,1650017321,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4259_FL_1650017330.rmv,10,0,0,425,1650017330,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4140_NF_1650017363.rmv,14,0,1,414,1650017363,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3637_NF_1650017377.rmv,13,0,1,363,1650017377,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3055_NF_1650017382.rmv,12,0,1,305,1650017382,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2735_NF_1650017416.rmv,11,0,1,273,1650017416,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5130_NF_1650017495.rmv,18,0,1,513,1650017495,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5003_NF_1650017522.rmv,12,0,1,500,1650017522,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3704_FL_1650017542.rmv,14,0,0,370,1650017542,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3201_NF_1650017556.rmv,13,0,1,320,1650017556,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5428_NF_1650017590.rmv,20,0,1,542,1650017590,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6510_NF_1650017611.rmv,22,0,1,651,1650017611,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3830_NF_1650017658.rmv,11,0,1,383,1650017658,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4761_NF_1650027618.rmv,14,0,1,476,1650027618,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4868_NF_1650027624.rmv,18,0,1,486,1650027624,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_7291_FL_1650027670.rmv,21,0,0,729,1650027670,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3857_NF_1650027685.rmv,18,0,1,385,1650027685,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5165_NF_1650027740.rmv,15,0,1,516,1650027740,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2082_NF_1650027853.rmv,9,0,1,208,1650027853,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5811_NF_1650028044.rmv,23,0,1,581,1650028044,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2595_NF_1650028113.rmv,9,0,1,259,1650028113,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3677_NF_1650028245.rmv,18,0,1,367,1650028245,
Jing Ling YuG98263,wyw”Í,archive.zip,int_23258_NF_1650029549.rmv,66,1,1,2325,1650029549,
Jing Ling YuG98263,wyw”Í,archive.zip,int_24171_NF_1650029670.rmv,67,1,1,2417,1650029670,
Jing Ling YuG98263,wyw”Í,archive.zip,int_23661_NF_1650030365.rmv,75,1,1,2366,1650030365,
Jing Ling YuG98263,wyw”Í,archive.zip,int_23610_NF_1650030719.rmv,66,1,1,2361,1650030719,
Jing Ling YuG98263,wyw”Í,archive.zip,int_16515_FL_1650031114.rmv,41,1,0,1651,1650031114,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5094_NF_1650031231.rmv,18,0,1,509,1650031231,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3609_NF_1650031237.rmv,10,0,1,360,1650031237,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3097_NF_1650031257.rmv,11,0,1,309,1650031257,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4107_NF_1650031277.rmv,15,0,1,410,1650031277,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4308_NF_1650031317.rmv,12,0,1,430,1650031317,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4676_NF_1650031323.rmv,15,0,1,467,1650031323,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4235_NF_1650031336.rmv,12,0,1,423,1650031336,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3337_NF_1650031344.rmv,10,0,1,333,1650031344,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4865_NF_1650031350.rmv,17,0,1,486,1650031350,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4990_NF_1650031357.rmv,18,0,1,499,1650031357,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4716_NF_1650031365.rmv,12,0,1,471,1650031365,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_1850_NF_1650031395.rmv,7,0,1,185,1650031395,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_7416_FL_1650031478.rmv,27,0,0,741,1650031478,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2132_NF_1650031533.rmv,9,0,1,213,1650031533,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_72121_FL_1650032734.rmv,147,2,0,7212,1650032734,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_82270_FL_1650033431.rmv,194,2,0,8227,1650033431,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_68050_FL_1650084109.rmv,146,2,0,6805,1650084109,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21713_NF_1650084330.rmv,56,1,1,2171,1650084330,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21685_NF_1650084593.rmv,58,1,1,2168,1650084593,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21819_NF_1650084641.rmv,57,1,1,2181,1650084641,
Jing Ling YuG98263,wyw”Í,archive.zip,int_19375_NF_1650085611.rmv,50,1,1,1937,1650085611,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21140_NF_1650085695.rmv,62,1,1,2114,1650085695,
Jing Ling YuG98263,wyw”Í,archive.zip,int_23600_FL_1650086032.rmv,69,1,0,2360,1650086032,
Jing Ling YuG98263,wyw”Í,archive.zip,int_26771_NF_1650086433.rmv,70,1,1,2677,1650086433,
Jing Ling YuG98263,wyw”Í,archive.zip,int_21969_NF_1650086967.rmv,56,1,1,2196,1650086967,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_72449_FL_1650119617.rmv,180,2,0,7244,1650119617,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_74257_FL_1650120444.rmv,159,2,0,7425,1650120444,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_82761_FL_1650120542.rmv,205,2,0,8276,1650120542,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_76961_FL_1650121502.rmv,198,2,0,7696,1650121502,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_72564_FL_1650121920.rmv,148,2,0,7256,1650121920,
Jing Ling YuG98263,wyw”Í,archive.zip,exp_88043_FL_1650154885.rmv,158,2,0,8804,1650154885,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3176_NF_1650155645.rmv,8,0,1,317,1650155645,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_964_NF_1650155683.rmv,3,0,1,96,1650155683,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3284_NF_1650155771.rmv,12,0,1,328,1650155771,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4170_NF_1650155786.rmv,11,0,1,417,1650155786,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2448_NF_1650155842.rmv,8,0,1,244,1650155842,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4358_NF_1650155856.rmv,16,0,1,435,1650155856,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3702_NF_1650155863.rmv,12,0,1,370,1650155863,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2846_NF_1650155870.rmv,9,0,1,284,1650155870,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2582_NF_1650155890.rmv,10,0,1,258,1650155890,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5230_NF_1650157872.rmv,18,0,1,523,1650157872,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2119_NF_1650157879.rmv,7,0,1,211,1650157879,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2571_NF_1650157889.rmv,9,0,1,257,1650157889,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3999_NF_1650157912.rmv,14,0,1,399,1650157912,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2897_NF_1650158084.rmv,9,0,1,289,1650158084,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3613_NF_1650158172.rmv,10,0,1,361,1650158172,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2786_NF_1650158290.rmv,11,0,1,278,1650158290,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4142_NF_1650158338.rmv,14,0,1,414,1650158338,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3931_NF_1650158350.rmv,16,0,1,393,1650158350,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5125_NF_1650158371.rmv,16,0,1,512,1650158371,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2953_NF_1650158569.rmv,8,0,1,295,1650158569,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2773_NF_1650158605.rmv,10,0,1,277,1650158605,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2245_NF_1650158739.rmv,8,0,1,224,1650158739,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2789_NF_1650158827.rmv,10,0,1,278,1650158827,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2610_NF_1650158970.rmv,7,0,1,261,1650158970,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3307_NF_1650159013.rmv,9,0,1,330,1650159013,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3095_NF_1650159044.rmv,10,0,1,309,1650159044,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3867_NF_1650159115.rmv,12,0,1,386,1650159115,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_6084_NF_1650159160.rmv,17,0,1,608,1650159160,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3006_NF_1650159246.rmv,7,0,1,300,1650159246,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_3096_NF_1650159291.rmv,13,0,1,309,1650159291,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4075_NF_1650159339.rmv,12,0,1,407,1650159339,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_4580_NF_1650159364.rmv,19,0,1,458,1650159364,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_1947_NF_1650159393.rmv,7,0,1,194,1650159393,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_2912_NF_1650159429.rmv,12,0,1,291,1650159429,
Jing Ling YuG98263,wyw”Í,archive.zip,beg_5949_NF_1650159459.rmv,20,0,1,594,1650159459,
